country,iso_code,year,forest_area_sqkm,forest_loss_sqkm,deforestation_rate_percent,agricultural_land_sqkm,agricultural_expansion_sqkm,cattle_count,cattle_density
Brazil,BRA,2002,924629.88,1114.83,0.1206,208600.61,1622.21,8045680.83,13.7285
Argentina,ARG,2013,3640486.41,409.08,0.0112,810059.71,290.62,11291405.22,18.0401
Peru,PER,2006,5869313.42,1570.39,0.0268,1946183.07,2300.97,34995980.99,83.6001
Vietnam,VNM,2011,762571.33,901.97,0.1183,263290.04,1782.23,16456933.73,18.6855
India,IND,2003,7802818.39,1859.29,0.0238,2106152.52,4744.03,6505062.99,26.7798
India,IND,2014,2367933.37,1944.47,0.0821,574820.11,4864.19,12359452.59,17.8939
Mexico,MEX,2017,1939875.72,3095.6,0.1596,995086.29,4886.39,30573523.94,74.3652
Mexico,MEX,2009,7374105.44,3752.92,0.0509,2967685.56,3962.98,16209189.96,144.8943
DR Congo,COD,2022,4969731.35,927.42,0.0187,2390363.63,144.99,42225288.71,99.3668
Mexico,MEX,2010,7242387.8,880.68,0.0122,2728312.69,1107.02,36425793.57,42.9407
Indonesia,IDN,2008,5819232.22,1986.04,0.0341,2024015.67,715.49,37663953.72,122.3783
Indonesia,IDN,2004,6409640.01,2847.21,0.0444,2648845.91,3644.33,22117687.96,24.4973
Vietnam,VNM,2022,1054849.37,535.39,0.0508,444430.83,462.19,9392454.04,38.6167
Mexico,MEX,2002,6097624.91,1102.61,0.0181,1343530.59,1225.36,29372340.46,35.4648
DR Congo,COD,2016,4814409.44,1091.31,0.0227,1702010.85,1883.44,26899954.51,32.4476
Argentina,ARG,2019,7584633.85,2947.04,0.0389,3553561,3440.61,43694810.03,44.0776
Vietnam,VNM,2016,6459118.61,1130.77,0.0175,3371273.89,1702.09,19424963.6,40.3786
DR Congo,COD,2018,5873880.03,1977.76,0.0337,3078388.25,3079.92,14218957.91,15.8
Argentina,ARG,2006,6731343.13,2615.55,0.0389,2018148.14,3280.57,46269791.07,61.8379
Thailand,THA,2018,6933275.04,905.17,0.0131,1533383.86,1071.43,12998261.29,20.117
Vietnam,VNM,2008,2583706.91,1022.02,0.0396,526857,478.17,37530658.66,85.9226
Mexico,MEX,2018,1468996.73,1151.75,0.0784,605805.94,1764.12,384594.49,0.5183
Colombia,COL,2017,1140562.56,329.05,0.0288,375177.55,294.18,18393428.74,20.5624
Argentina,ARG,2022,4817242.75,2741.43,0.0569,1988664.72,2142.42,35433228.93,121.2978
Argentina,ARG,2007,5908082.86,1361.42,0.023,1416937.03,2418.84,22008461.26,25.1383
Thailand,THA,2017,3054059.29,1198.04,0.0392,770980.24,579.1,46712242.09,69.7988
Argentina,ARG,2012,6663271.46,4361.81,0.0655,2294791.06,4717.68,30684024.25,72.5857
Argentina,ARG,2004,2022484.61,2199.96,0.1088,720517.81,3874.9,30201427.58,92.5716
Indonesia,IDN,2013,1653466.18,1542.83,0.0933,424188.79,2775.08,4225963.57,8.5192
DR Congo,COD,2014,6045003.48,1543.72,0.0255,1421963.41,2283.94,30442481.37,65.6804
DR Congo,COD,2014,4590800.17,2301.5,0.0501,1578866.64,3853.59,36078469.84,66.8774
DR Congo,COD,2022,2372798.53,1153.1,0.0486,883806.46,2398.67,22940357.5,33.953
Vietnam,VNM,2009,4821411.58,2686.38,0.0557,1514298.02,4439.5,7347807.49,42.2618
India,IND,2019,4348256.44,1013.34,0.0233,1117576.36,1160.76,20767167.75,24.4734
India,IND,2007,4277770.37,493.48,0.0115,1082834.43,418.75,11376402.76,16.0306
Brazil,BRA,2012,5503838.55,2561.2,0.0465,1749027.36,2283.17,23802427.4,61.2559
Peru,PER,2006,4027247.28,2420.29,0.0601,1292092.25,3299.3,34436973.84,71.795
DR Congo,COD,2018,2853405.94,602.73,0.0211,1474409.16,780.42,9417826.74,9.8194
India,IND,2020,1214699.36,1349.45,0.1111,651812.69,449.12,28207191.05,157.0101
Argentina,ARG,2001,7022176.09,1462.47,0.0208,1692610.51,2306.58,21789179.32,46.434
Brazil,BRA,2019,3203973.26,1253.61,0.0391,1675013.03,1006.14,3556294.87,68.7653
Thailand,THA,2004,5524585.25,1108.09,0.0201,3174305.79,1844.58,18719712.22,23.0919
Mexico,MEX,2005,3660127,1547.85,0.0423,907048.28,4233.04,8083052.21,8.6581
Vietnam,VNM,2012,7634591.79,3808.81,0.0499,2804758.21,3415.2,16597215.09,118.8451
India,IND,2009,1528747.92,2020.49,0.1322,370512.47,2716.85,9123504.32,21.6766
India,IND,2019,4991083.22,1015.29,0.0203,2122010.2,1694.05,8049828.74,20.5758
Indonesia,IDN,2019,2538747.22,1254.07,0.0494,718253.56,1461.75,31408808.4,31.7093
Peru,PER,2000,4399929.94,1957.99,0.0445,2169492.79,3812.43,35832817.04,99.7238
India,IND,2018,3198417.12,515.68,0.0161,1590217.54,469.34,17874737.71,28.4739
Peru,PER,2015,3413758.54,1291.58,0.0378,1973774.62,2223.13,5935997.01,29.383
Colombia,COL,2006,5850022.19,1858.03,0.0318,1240927.96,3446.56,33075569.5,35.6397
Argentina,ARG,2017,5639393.42,1492.04,0.0265,2157687.93,4271.59,9371350.51,10.9007
Brazil,BRA,2007,4951764.51,736.75,0.0149,1033208.94,316.32,25316370.28,68.6681
Indonesia,IDN,2000,2850410.56,1587.31,0.0557,1676112.91,2514.9,37014307.2,51.0249
Vietnam,VNM,2012,3075300.07,1746.73,0.0568,1614169.51,1099.96,46293109.56,92.7556
Brazil,BRA,2018,7874726.85,2036.73,0.0259,4163270.21,3496.95,30964442.56,43.2396
Thailand,THA,2001,1556850.12,1563.77,0.1004,316713.41,1477.38,22242887.48,51.8732
Peru,PER,2014,5411655.24,1310.72,0.0242,2333933.37,1067.63,17978341.33,50.1829
Vietnam,VNM,2015,5441131.92,1268.56,0.0233,2796825.76,1424.02,35479192.16,75.9581
Colombia,COL,2017,4172094.38,253.83,0.0061,2464839.16,563.12,9420511.41,11.3077
India,IND,2017,5467939.58,844.33,0.0154,1430204.5,1372.91,14370569.65,32.8185
Thailand,THA,2012,2143317.77,1695.02,0.0791,957219.79,1926.88,44616427.3,64.6064
India,IND,2010,1971948.87,1301.66,0.066,675976.63,1757.56,8975539,30.9366
Argentina,ARG,2004,5644134.91,3979.72,0.0705,1967231.47,3274.82,45043660.77,110.7392
Indonesia,IDN,2013,2167193.15,1367.46,0.0631,685193.72,1391.47,39556656.38,44.3048
DR Congo,COD,2013,6982456.38,2562.6,0.0367,3674715.54,3370.65,31386165.65,45.1657
India,IND,2010,6629343.09,173.72,0.0026,3757481.92,205.48,4168485.67,15.5837
Thailand,THA,2008,6686056.08,2672.56,0.04,3815638.95,1556.31,36674222.79,143.0373
Argentina,ARG,2012,6347450.4,419.04,0.0066,1584068,581.11,10638758.64,11.4732
Colombia,COL,2002,3671462.23,346.47,0.0094,1198534.68,313.4,26170844.9,36.1274
Brazil,BRA,2013,6781770.16,346.61,0.0051,3099987.2,197.45,16163400.8,20.146
Argentina,ARG,2009,5697664.44,726.82,0.0128,2265914.49,1837.53,8289059.07,17.1035
India,IND,2013,2133492.16,1548.04,0.0726,826514.86,3496.79,26040776.06,34.0335
Mexico,MEX,2003,7583350.46,1904.91,0.0251,3363448.82,1936.45,27735276.42,87.9921
DR Congo,COD,2006,4744179.41,4073.34,0.0859,2801044.51,4057.82,47243514.44,86.2391
Mexico,MEX,2018,7454107.09,1808.87,0.0243,4170548.01,2551.2,709254.33,1.6741
Brazil,BRA,2004,4434123.75,1148.51,0.0259,1222561.2,3000.74,4373696.89,7.156
Peru,PER,2011,6560524.2,1574.72,0.024,3830611.57,3876.16,26205079.35,34.9108
Vietnam,VNM,2002,4541812.29,336.87,0.0074,1666301.81,358.29,10159446.88,13.0747
DR Congo,COD,2022,5671673.83,1697.79,0.0299,2306296.1,2058.98,12551170.44,24.5113
DR Congo,COD,2019,6541193.05,2464.34,0.0377,2201971.85,3668.91,49204705.41,57.1414
DR Congo,COD,2001,2461730.5,1773.92,0.0721,1255183.08,1962.52,38343075.54,46.4782
Colombia,COL,2009,6968099.8,1750.22,0.0251,1818419.51,2998.74,36864190.11,39.3989
Brazil,BRA,2009,2821157.13,3714.69,0.1317,1501025.2,3823.88,40247626.77,156.3164
Colombia,COL,2012,1223113.53,2457.17,0.2009,269871.89,3033.37,18332657.22,19.0022
DR Congo,COD,2018,3181714.72,2094.46,0.0658,1604251.97,1990.88,36386576,142.8814
Brazil,BRA,2011,4999347.73,1282,0.0256,1216071.36,1187.12,21368645,91.961
Indonesia,IDN,2009,7888836.6,2502.06,0.0317,3548828.54,3480.69,23386288.84,54.2266
Colombia,COL,2011,7427509.66,924.92,0.0125,1934855.21,1365.59,14981839.38,55.5559
Brazil,BRA,2010,2056599.86,508.58,0.0247,714338.71,952.73,2900789.36,4.3124
Indonesia,IDN,2006,4275037.01,2159.87,0.0505,2105116.53,3201.3,36229190.15,40.0562
Colombia,COL,2013,4297636.2,1800.21,0.0419,1373249.02,4868.33,8710114.53,30.5166
India,IND,2004,2226283.97,2110.49,0.0948,1066916.95,1510.64,24237180.37,147.0622
Thailand,THA,2017,4523254.27,2713.21,0.06,2318979.9,4049.14,19894758.99,32.3868
Indonesia,IDN,2018,2073716.19,1084.1,0.0523,635777.13,1560.28,6932908.84,9.6612
India,IND,2008,2809659.17,4130.51,0.147,574545.63,4950.03,30989188.18,84.7055
Argentina,ARG,2000,4578373.09,3111.17,0.068,1482795.35,3008.13,40948434.33,74.8267
Indonesia,IDN,2019,3778913.57,1320.92,0.035,1233303.89,1178.77,25834538.67,61.4134
DR Congo,COD,2019,7868974.59,838.72,0.0107,2343383.73,1122.5,26753125.03,53.6361
India,IND,2000,6644913.12,2302.82,0.0347,3097384.85,2361.11,12366946.29,89.6513
Argentina,ARG,2001,5603152.26,1109.24,0.0198,2924274.36,876.22,34475243.46,50.3631
Indonesia,IDN,2006,7666733.69,1855.61,0.0242,2172142.4,2240.4,27085419.32,33.6247
Mexico,MEX,2003,7897073.82,1960.75,0.0248,2312148.02,1051.11,22673459.37,126.5264
India,IND,2015,7222614.27,1182.93,0.0164,1808344.37,1538.66,29641929.72,49.0228
Brazil,BRA,2016,1254887.88,2156.47,0.1718,575588.28,3451.77,20210020.44,48.821
Colombia,COL,2011,5414189.54,1035.7,0.0191,2079753.13,1383.07,11537891.14,23.0528
Argentina,ARG,2008,5232770.92,3404.69,0.0651,1801755.2,4454.66,30811601.8,63.1827
Indonesia,IDN,2021,4924833.36,1951.16,0.0396,2558056.6,2252.28,27504921.79,106.988
Thailand,THA,2002,6542164.46,1373.63,0.021,1850759.3,1486.21,8352321.46,23.8134
Thailand,THA,2014,6620045.29,503.03,0.0076,2422914.75,467.11,29704179.64,31.6963
Thailand,THA,2004,5228653.91,557.84,0.0107,2478225.31,888.59,8061505.72,16.7901
Indonesia,IDN,2018,2351421.78,1195.4,0.0508,1310341.44,1280.95,4930574.33,14.6498
Colombia,COL,2022,5983763.98,2214.04,0.037,1230343.72,2440.17,22885144.99,138.7517
Brazil,BRA,2007,5475479.84,1125.63,0.0206,1437505.53,2172.17,9797342.95,12.8461
India,IND,2018,3154706.85,3283.49,0.1041,866250.79,4354.82,20519726.04,28.2935
Brazil,BRA,2019,2519221.13,4013.19,0.1593,799101.39,3882.43,48779992.3,72.9021
Indonesia,IDN,2015,7695980.03,971.97,0.0126,3866062.4,2842.47,8445418.62,12.9035
Peru,PER,2009,7881675.46,640.4,0.0081,4020403.15,239.7,38840664.12,40.6542
Brazil,BRA,2004,5884937.9,2614.5,0.0444,2242444.04,4370.03,15128776.15,33.1057
Peru,PER,2000,2065728.93,994.4,0.0481,702966.57,2150.16,191173.8,0.2503
Indonesia,IDN,2020,3352370.88,510.76,0.0152,1993539.21,570.1,9637904.42,10.4015
Vietnam,VNM,2019,1661408.59,1814.84,0.1092,657982.69,3714.72,39063563.55,40.4742
Peru,PER,2009,2723279.21,1760.88,0.0647,924941.82,3565.6,6927693.07,21.8175
Argentina,ARG,2005,811739.17,1652.06,0.2035,336891.94,2705.36,38722045.22,45.472
Peru,PER,2013,4728029.28,1129.76,0.0239,1908656.84,699.31,36741132.71,54.933
Argentina,ARG,2015,3907944.43,1514.85,0.0388,2107944.23,2102.86,32855050.62,61.1711
DR Congo,COD,2009,701621.31,813.31,0.1159,381435.02,250.26,49647749.33,134.2677
India,IND,2000,6044369.17,1161.64,0.0192,1759513.25,906.96,48862097.18,58.8023
DR Congo,COD,2009,3922552.13,2420.78,0.0617,935669.37,3923.98,46372656.41,52.8792
Brazil,BRA,2019,1206397.68,1418.56,0.1176,674261.82,1540.65,40078490.38,69.4529
Colombia,COL,2002,1500454.88,2611.13,0.174,883780,4991.45,4196119.38,4.253
Thailand,THA,2004,2332873.15,404.88,0.0174,690311.79,218.45,8951630.86,34.9533
Thailand,THA,2009,6293987.83,881.02,0.014,1740592.67,397.03,46191494.36,86.7372
Peru,PER,2009,7252344.29,2956.91,0.0408,2246824.26,4860.42,9274903.26,17.0119
Thailand,THA,2005,1681406.48,3137.51,0.1866,699812.52,3211.57,14683800.84,78.3138
Argentina,ARG,2002,4409088.27,2431.22,0.0551,2240757.1,3884.4,34277720.89,60.7639
Mexico,MEX,2021,2414326.02,2408.04,0.0997,1087849.91,4921.5,34406876.2,45.4579
Colombia,COL,2022,429943.43,843.32,0.1961,152756.77,687.94,36347601.26,50.3789
DR Congo,COD,2000,1998721.65,2402.68,0.1202,827087.8,2971.57,9411005.53,13.4619
India,IND,2001,5214772.16,1958.52,0.0376,1246828.98,2288.71,22141190.61,24.9424
Peru,PER,2014,1234963.13,2500.48,0.2025,715120.2,3573.28,15027729.05,33.07
DR Congo,COD,2021,6680181.07,2058.28,0.0308,3498299.18,3328.51,9921954.22,12.8188
Thailand,THA,2020,7677234.16,2504.05,0.0326,1903828.78,3350.85,15892829.64,21.1253
Mexico,MEX,2009,4182878.48,2128.77,0.0509,1573877.43,3338.84,44310413.61,73.4961
Brazil,BRA,2016,5931843.52,1724.26,0.0291,1495638.04,1443.75,33819920.27,45.7626
DR Congo,COD,2007,4184062.92,1836.03,0.0439,2456376.12,1456.63,43503325.46,149.049
Brazil,BRA,2021,1391870.17,2626.27,0.1887,308930.74,1407.97,32970874.66,117.8828
India,IND,2012,1424648.85,576.37,0.0405,592230.73,465.91,16629858.88,26.5993
Vietnam,VNM,2012,4010177.78,426.78,0.0106,1367237.15,579.96,7498826.32,10.9071
Colombia,COL,2015,6955341.25,2074.9,0.0298,2119467.2,4103.71,39586080.27,50.7911
India,IND,2006,6434491.72,2588.74,0.0402,2614747.66,1925.87,16747597.77,114.2972
Argentina,ARG,2011,7842325.44,1497.89,0.0191,2448498.88,2996.27,9627407.72,13.142
Thailand,THA,2015,5193307.78,1294.61,0.0249,1326307.01,1322.63,48239056.72,135.0075
Mexico,MEX,2020,6320803.6,955.08,0.0151,1272858.41,1172.4,9459221.13,10.5993
Indonesia,IDN,2010,5444317.02,1883.86,0.0346,2918928.75,2965.44,8514072.85,19.8742
Colombia,COL,2015,7726086.11,2057.25,0.0266,1980011.95,3670,32960798.76,85.8798
Peru,PER,2017,7539612.2,1216.06,0.0161,2600106.95,2121.12,8941554.42,10.354
Argentina,ARG,2020,5354038.06,2378.85,0.0444,2250657.79,3073.4,20204424,29.57
Brazil,BRA,2018,3290259.67,2651.11,0.0806,1212132.22,3552.27,1640999.56,3.2676
Indonesia,IDN,2002,7610254.15,2043.87,0.0269,2615120.2,2288.73,16977002.12,35.3529
India,IND,2011,2472654.44,1742.22,0.0705,759425.28,2498.07,7168948.64,21.2358
Mexico,MEX,2008,3849143.92,2864,0.0744,2069400.32,3092.54,24328458.34,71.2159
Colombia,COL,2014,1492079.94,1862.28,0.1248,862874.07,2489.53,27978027.94,42.8087
DR Congo,COD,2015,1699163.82,1686.48,0.0993,423374.44,1972.48,46919487.61,69.0262
India,IND,2001,1963069.61,3082.58,0.157,560385.07,3858.88,8659848.93,12.3233
Peru,PER,2014,6682279.23,3154.12,0.0472,3502163.08,4424.87,22072966.1,54.4815
Thailand,THA,2011,3910430.89,3106.74,0.0794,2114091,4882.83,15448190.1,29.0485
India,IND,2005,7216776.6,1724.41,0.0239,1814387.33,1826.22,39331910.84,48.79
Vietnam,VNM,2014,2365001.36,2087.45,0.0883,998356.01,4078.2,23714213.41,29.6373
Argentina,ARG,2014,6196751.83,2852.1,0.046,2748047.94,3555.04,25476182.91,34.4101
Thailand,THA,2016,1699475.02,3226.97,0.1899,718119.82,3998.83,5538112.79,11.3504
Brazil,BRA,2010,7795424.54,2398.92,0.0308,4384096.17,4151.36,27892700.31,62.7154
Peru,PER,2018,2111468.82,1611.81,0.0763,761019.77,1542.73,34860309.25,38.6399
Mexico,MEX,2012,7489653.92,2306.88,0.0308,3176589.05,1308.09,35811899.66,103.3012
Vietnam,VNM,2021,6568065.26,3301.95,0.0503,2053545.89,3820.38,9068555.12,47.0851
Brazil,BRA,2008,6627340.09,985.9,0.0149,3252391.47,1225.91,40464551.5,41.2104
Mexico,MEX,2004,2986718.84,2474.54,0.0829,1114042.41,3380.28,10478525.8,12.9742
India,IND,2019,2303204.69,1512.63,0.0657,797117.23,2086.34,11237387.41,18.2786
Peru,PER,2018,1818615.2,1278.27,0.0703,995125.39,1976.16,16985276.31,59.4506
India,IND,2014,6153075.65,4227.94,0.0687,3372768.32,4708.36,33745929.63,55.8986
Indonesia,IDN,2003,958998.36,1751.44,0.1826,247988.81,4020.21,26245912.26,32.5272
Colombia,COL,2009,3957185.53,2735.93,0.0691,1897063.59,4670.15,4272443.16,5.7562
Thailand,THA,2001,1885645.13,3299.09,0.175,377556.09,4585.58,47479640.66,73.7789
Argentina,ARG,2017,2747484.9,1715.52,0.0624,1454225.33,1987.73,10062828.9,15.0184
Colombia,COL,2009,6089660.76,1791.53,0.0294,2734529.56,1518.58,40689069.25,47.6197
DR Congo,COD,2011,6864122.28,2695.64,0.0393,3222367.57,3522.41,30651847.56,52.1855
Brazil,BRA,2010,4028679.41,1263.53,0.0314,1442617.6,1685.63,2235022.82,4.1505
Mexico,MEX,2009,3273463.35,3168.51,0.0968,1682230.54,3832.39,3356696.14,26.5226
Peru,PER,2021,3764976.22,1055.49,0.028,1074385.17,3087.73,579080.55,0.792
India,IND,2006,6158972.99,1075.85,0.0175,2147704.91,1388.34,9051677.38,19.9327
Mexico,MEX,2008,4972680.46,413.02,0.0083,1044634.19,187.29,21713259.86,53.4174
Peru,PER,2019,4527279.4,2890.11,0.0638,2347182.35,2571.93,15783764.98,92.6212
Argentina,ARG,2010,2780661.83,2530.4,0.091,819657.54,3096.47,21610048.98,25.139
Colombia,COL,2009,1518495.92,1222.16,0.0805,743319.72,1377.18,6447626.26,12.3432
DR Congo,COD,2008,3613672.84,2422.29,0.067,1542809.66,3211.43,48758664.38,59.4749
Brazil,BRA,2014,3420348.53,3242.38,0.0948,985941.99,2609.13,17141025.69,95.8793
Mexico,MEX,2013,3247188.95,827.22,0.0255,1673584.61,1747.66,20845731.05,37.8591
Mexico,MEX,2022,4654122.43,1181.86,0.0254,2348729.44,3046.42,6568536.09,15.6419
Peru,PER,2005,7884783.17,1930.19,0.0245,3140440.92,2526.51,25343555.7,40.8226
Thailand,THA,2014,5337771.91,2042.66,0.0383,2350193.58,3095.54,43745442.96,44.9615
Indonesia,IDN,2018,4536867.15,1748.12,0.0385,2600515.65,2019.54,15120146.2,17.111
Brazil,BRA,2002,1844860.57,3430.66,0.186,593219.78,3986.27,33783777.52,66.2147
Thailand,THA,2016,5556420.12,531.59,0.0096,1431326.98,454.44,20939117.89,28.7087
Thailand,THA,2019,6148502.38,1140.55,0.0186,2790829.42,1182.98,43377080.89,71.7296
Peru,PER,2008,6765932.12,897.32,0.0133,3134793.77,197.5,46067547.55,57.4879
Peru,PER,2011,5832497.69,1989.3,0.0341,1954828.46,2557.52,11348394.63,68.4018
DR Congo,COD,2007,7890192.47,2686.81,0.0341,2931351.99,2926.81,43153715.64,49.9393
Peru,PER,2020,7303780.38,3617.17,0.0495,1573937.17,4464.54,44008835.04,45.9261
Indonesia,IDN,2015,4484206.38,2918.48,0.0651,1556540.29,4480.66,18001318.95,103.1823
Indonesia,IDN,2010,6549511.89,1986.85,0.0303,3829925.91,2778.43,31716478.78,46.0684
Vietnam,VNM,2009,3085676.52,2200.9,0.0713,1141601.18,4205.71,13133832.77,18.7701
Argentina,ARG,2008,2051240.71,2270.48,0.1107,474272.11,2355.33,40163847.86,154.7135
Indonesia,IDN,2005,2484342.09,2696.72,0.1085,997882.26,2223.36,45004626.07,139.9824
Peru,PER,2011,5049396.53,1837.19,0.0364,1101486.23,4370.02,21631093.16,34.3359
Colombia,COL,2017,6262727.63,1870.2,0.0299,3069610.03,2213.68,48651515.22,54.1057
Colombia,COL,2017,2062684.81,2253.7,0.1093,1229793.02,4988.77,46535451.58,50.1226
Argentina,ARG,2011,5256031.59,1997.61,0.038,2115042.12,4158.78,14256517.68,52.0831
Peru,PER,2012,1506819.6,1916.8,0.1272,692956.81,4355.58,3321505.75,40.344
Brazil,BRA,2011,4656453.19,3445.05,0.074,2102146.7,4973.49,38143008.53,50.5698
Indonesia,IDN,2009,7267444.42,1593.7,0.0219,1833206.48,1645.62,48101416.33,75.4453
Peru,PER,2010,7694632.03,2377.53,0.0309,3344452.77,3780.97,26849278.24,28.2678
Indonesia,IDN,2010,6672951.34,1847.49,0.0277,2895638.28,2516.64,2245827.94,4.1233
Indonesia,IDN,2003,1567899.84,1957.36,0.1248,857454.56,3714.61,2948456.65,3.781
Peru,PER,2018,3442844.74,1283.65,0.0373,909742.04,3514.86,6758404.43,10.8422
Thailand,THA,2002,1666252.1,2536.66,0.1522,543805.49,2522.9,28939905.85,70.2467
Colombia,COL,2014,3353762.7,110.17,0.0033,1236673.05,175.58,1033311.1,3.0561
Vietnam,VNM,2017,3899987.35,750.9,0.0193,1961300.63,939.05,15152966.57,31.611
Mexico,MEX,2003,6167367.97,2411.27,0.0391,2126253.29,3493.16,36888405.03,112.746
India,IND,2015,6601185.03,446.86,0.0068,3655916.9,485.77,8361462.31,20.9073
Argentina,ARG,2001,7440047.86,2643.07,0.0355,3224456.41,4912.7,23095732.3,25.5238
Argentina,ARG,2005,3802738.79,1263.14,0.0332,1962582.77,1577.3,49416157.71,76.9504
Peru,PER,2017,3965444.96,746.42,0.0188,2375444.46,156.7,16401113.63,55.8232
Mexico,MEX,2004,2752199.89,1475.47,0.0536,1515803.85,2111.98,15720352.77,55.9714
Thailand,THA,2006,3046582.74,2677.97,0.0879,1081885.67,2770.83,36575704.76,132.5346
DR Congo,COD,2006,2262369.53,1475.35,0.0652,1268020.94,1835.29,30421970.55,30.6545
Peru,PER,2004,2740029.31,1206.72,0.044,1059083.94,3517.17,8548043.72,10.4037
Mexico,MEX,2008,3645877.91,1724.21,0.0473,867945.83,3392.43,35080514.31,44.5979
Thailand,THA,2018,4608099.73,338.33,0.0073,2262486.99,301.87,13060685.52,13.446
Peru,PER,2002,3706184.52,1781.69,0.0481,1657080.76,1943.47,26060531.16,70.1949
Colombia,COL,2010,4019092.32,3474.89,0.0865,2141767.67,4591.62,32600762.09,39.5887
DR Congo,COD,2021,7959052.17,2447.59,0.0308,1893073.17,3310.91,23518475.14,45.9189
Mexico,MEX,2003,3104675.49,1174.78,0.0378,750694.84,1448.11,4828789.81,8.3133
Brazil,BRA,2015,1876290.38,2950.14,0.1572,611503.66,4306.7,43722573.55,120.6329
Argentina,ARG,2009,7948919.95,1167.14,0.0147,3566263.51,2131.66,2070923.26,3.9701
Colombia,COL,2020,7491527.62,306.26,0.0041,1889227.72,436.52,14441841.74,23.8579
DR Congo,COD,2010,7869564.05,1223.81,0.0156,2693239.7,271.49,14917127.61,83.2558
Mexico,MEX,2017,3008782.84,2101.1,0.0698,1146901.89,2898.46,36326873.03,43.1477
Mexico,MEX,2006,7622776.7,656.51,0.0086,4375276.79,968.82,32915475.07,44.9333
Brazil,BRA,2008,1514750.95,1690.25,0.1116,786628.24,3342.68,2618223.27,19.4525
Indonesia,IDN,2020,1738739.36,2138.25,0.123,771129.3,2919.4,47734475.59,65.4056
Peru,PER,2007,3591207.79,2602.04,0.0725,952863.47,4498.69,20137367.34,54.6558
Indonesia,IDN,2017,7028971.04,1610.48,0.0229,2720274.78,144.73,41236596.41,159.4866
DR Congo,COD,2008,3844461.59,1794.55,0.0467,967582.32,3729.59,26834642.24,66.1476
Colombia,COL,2019,7970749.02,801.13,0.0101,3135281.53,882.35,24046088.97,32.1156
Argentina,ARG,2018,6911172.36,1348.26,0.0195,2384152.96,3654.46,13962386.83,16.3486
Brazil,BRA,2000,2391138.74,1454.69,0.0608,838413.86,2732.51,32618129.93,56.3408
Vietnam,VNM,2007,7509003.31,1860.16,0.0248,1743224.59,3476.17,15723952.47,34.0604
Colombia,COL,2010,4940897.91,3799.36,0.0769,1680732.61,4540.63,20026473.84,41.1241
Mexico,MEX,2008,4524187.03,1435.68,0.0317,2382112.15,1028.38,44888143.6,88.5676
Indonesia,IDN,2006,993356.96,911.79,0.0918,228119.85,818.7,15990170.29,110.055
Colombia,COL,2017,1416510.45,2449.37,0.1729,528105.32,2607.27,31628603.12,57.726
India,IND,2015,1217231.35,1403.27,0.1153,670896.87,1890.77,26899073.75,32.3611
Argentina,ARG,2000,7140556.25,2722.44,0.0381,2324332.24,3401.09,35645925.63,39.0696
Vietnam,VNM,2010,3571036.42,1324.21,0.0371,804189.31,2153.04,7395025.16,8.1352
India,IND,2015,5096570.05,1257.93,0.0247,1889298.03,3101.76,1778043.06,2.8855
Thailand,THA,2007,5170006.95,732.13,0.0142,1424468.57,1041.44,24616986.81,34.2576
Peru,PER,2003,3163826.34,3278.6,0.1036,1032893.33,4486.8,32283286.22,54.2658
Indonesia,IDN,2019,5696918.31,1004.83,0.0176,2404621.44,893.99,13912995.37,38.0129
Indonesia,IDN,2005,6065557.95,3550.25,0.0585,2067621.25,4054.86,48624720.96,50.0497
Argentina,ARG,2012,2551730.2,2006.37,0.0786,1306331.72,2854.43,10920489.36,19.054
Thailand,THA,2011,7457088.98,2102.79,0.0282,2783369.7,4581.62,7395801.11,13.9069
Colombia,COL,2012,6728181.65,882.91,0.0131,1506802.63,2116.44,2617226.92,2.9948
Thailand,THA,2011,5206304.67,1403.02,0.0269,2542048.67,2506.53,25073137.42,34.297
Brazil,BRA,2018,907980.47,851.05,0.0937,432920.71,1973.26,10761579.1,11.547
India,IND,2019,7345119.31,1280.77,0.0174,2740070.66,446.31,31459957,153.9557
India,IND,2005,861867.62,1056.11,0.1225,252019.43,1007.31,44196732.67,44.3635
DR Congo,COD,2016,2211129.43,692.8,0.0313,949674.65,879.79,15895396.56,16.0762
India,IND,2020,1678123.32,2359.41,0.1406,702945.23,4671.13,10778842.13,60.8102
Indonesia,IDN,2018,2605270.87,1895.57,0.0728,1030021.95,3021.29,40385190.81,134.2536
India,IND,2005,5220614.65,1861.26,0.0357,1947580.88,2381.21,38111619.75,68.7411
Argentina,ARG,2006,1058807.52,791.33,0.0747,263202.92,838.66,17994591.02,23.1209
Colombia,COL,2012,2874421.39,1295.15,0.0451,1047649.23,1156.31,28195475.74,55.8693
Thailand,THA,2017,1660006.13,2133.87,0.1285,963453.85,3174.57,31322839.67,130.0275
Argentina,ARG,2004,6367756.85,1357.61,0.0213,3313936.99,3429.44,20594038.67,27.9281
India,IND,2021,1472537.8,1053.63,0.0716,623181.79,3226.38,4628162.9,4.9165
Brazil,BRA,2009,1643125.96,2808.49,0.1709,467887.93,3631.13,5281799.66,6.8264
DR Congo,COD,2015,5144980.64,1659.6,0.0323,1071777.07,2411.83,638264.46,0.8422
Vietnam,VNM,2000,6373843.5,2050.78,0.0322,3484671.44,3143.69,47606961.15,52.1202
